95,3.707068927789927
25,3.5576147408603718
62,3.5330924035839573
22,3.4983940579614097
94,3.450939050372859
52,3.314512982329623
98,3.303913670999561
40,3.2721480170614288
122,3.2618038740920015
124,3.2208372974509745
116,3.2172583688650853
107,3.1978614947197492
39,3.0702739284227856
53,2.9831491167698982
17,2.9624594594594584
87,2.953448595213326
26,2.8953833425771913
66,2.8872614630394957
115,2.8412601671308986
101,2.8316626656924986
70,2.8293893805309747
100,2.823916068159423
109,2.820613987284284
83,2.809536156285141
133,2.788562327436341
128,2.7855501598011383
38,2.743659760527372
56,2.735174725683478
97,2.5986117958913213
112,2.572657279162824
46,2.5290372791091693
16,2.460728571428569
135,2.4362300082440287
111,2.423695757997217
73,2.420549959382607
86,2.3701488112709073
77,2.3517530879600885
78,2.31726176517191
102,2.3003118505852966
88,2.267949609035617
21,2.2082911392405062
71,2.1984955865831965
18,2.1384884077997803
99,2.1273726640926576
108,1.9737792792792725
82,1.9383408015585817
81,1.9231692772739606
125,1.9033160845191837
137,1.845305508927203
127,1.7454123491838145
51,1.7193161290322587
110,1.646524798927611
32,1.5778576618229794
35,1.5180521071206134
120,1.4801221834763971
103,1.4543586150041221
123,1.3831581182620023
36,1.2476313592082855
61,1.1329885529791566
92,1.1095451647183745
24,0.7656224039247719
121,0.7593432801822325
126,0.5339912393712957
45,0.3315983475479723
136,0.15154586877278234
27,0.04375424128180949
57,-0.08066305231770111
8,-0.083083172639621
